,name,type,ingredient,abv,volume,description,imageURL
30,도로시 머루주,과실주,"국내산 산머루원액 78.5%, 주정",12%,500ml,&quot;도로시 머루주&quot;는 100% 국내산 산머루로 만들어 전통옹기에서 3년 이상을 숙성한 프리미엄 머루주이다. 돌산을 쪼개에 직접 가꾼 서늘한 지하 속성 터널에서 전통옹기에서 숙성하는데 전통옹기는 용기 자체가 숨을 쉬어 오크통에서 숙성한 와인에 비해 맛과 향이 색다르다. 일교차가 크고 토질이 비옥한 경기도 파주에서 재배한 머루는 당도가 높고 신맛과 단맛이 조화롭다.,https://thesool.com/common/imageView.do?targetId=PR00000391&targetNm=PRODUCT
31,두레앙와인,과실주,거봉포도,12%,750ml,와인의 떫은 맛을 내는 타닌 성분이 강하지 않고 특유의 감칠맛이 뛰어나 와인 입문자와 식전주로 제격인 와인입니다. 와인 제조에 사용하는 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도입니다.,https://thesool.com/common/imageView.do?targetId=PR00000451&targetNm=PRODUCT
32,레돔 내추럴 스파클링 로제와인,과실주,포도,7.5%,750ml,"""레돔 내추럴 스파클링 로제와인""은 프랑스 농부가 한국 포도로 만든 와인이다. 내추럴 로제, 말 그대로 가벼운 분홍빛 와인이다. 여기에 천연 발효된 버블이 들어간 것이 스파클링한 맛을 전해준다. 레드와인의 묵직함과는 달리 알코올 도수가 7.5%로 비교적 낮아 신선하고 심플한 맛이 나서 가볍게 마실 수 있는 제품이다. 프랑스 농가의 전통발효기법으로 만들고 여타의 식품 첨가물을 넣지 않은 자연주의 와인이다.",https://thesool.com/common/imageView.do?targetId=PR00000390&targetNm=PRODUCT
33,레돔 시드르,과실주,사과,6%,750ml,"은은한 사과향이 묻어나오는 스파클링 사과와인으로, 제조시 설탕이나 효모를 넣지 않고 과일 자연 그대로의 효모로 발효시킨다. 야생효모들이 천천히 발효하며 천연탄산과 사과껍질의 향의 독특함을 만들어낸다. 인위적인 모든 것을 빼고 자연이 주는 그대로의 사과 와인을 느낄 수 있다. 가벼운 바디감과 천연 기포의 청량감이 뛰어나며, 신맛과 단맛 역시 조화롭다.",https://thesool.com/common/imageView.do?targetId=PR00000401&targetNm=PRODUCT
34,레드 와인 500,과실주,친환경 거봉 포도,12%,500ml,와이너리에서 자가 생산한 MBA(머루포도)를 11월 초 서리가 내릴 때 높은 당도의 포도를 수확하여 당을 첨가하지 않고 발효한 와인입니다. 25도의 고온에서 발효되며 2차 젖산 발효를 거치면서 풍부한 아로마틱 향이 생성되고 1년의 오크숙성으로 깊은 오크향이 우러나와 부드럽고 과일향이 풍부합니다.,https://thesool.com/common/imageView.do?targetId=PR00000440&targetNm=PRODUCT
35,레드듀 RED DEW,과실주,무농약머루,13%,750ml,일교차가 큰 석회암지대에서 재배된 100% 친환경 무농약인증산 머루원료를 발효시켜 제조한 친환경와인이다. 머루특유의 묵직한 맛에 신맛과 단맛이 잘 어우러져 있다.,https://thesool.com/common/imageView.do?targetId=PR00000466&targetNm=PRODUCT
36,로제와인,과실주,포도(국내산),12%,550ml,"포도의 고장 영동에서 친환경 유기농법으로 재배한 켐벨포도로 만들었으며, 산미가 풍부하고 옅은 장미향이 느껴집니다.",https://thesool.com/common/imageView.do?targetId=PR00000410&targetNm=PRODUCT
37,루드베리,과실주,"사과즙(국산), 정제수, 딸기퓌레(국산), 건조레몬그라스(국산), 탄산가스, 동결건조딸기분말(국산), 바질잎, 사과산(산도조절제), 효모, 메타중아황산칼륨(산화방지제), 아황산류함유",4.5%,750ml,로컬 딸기로 시작하여 상큼한 바질로 마무리되는 탄산 톡톡 Strawberry Cider. 로컬 사과와 달콤한 딸기에 더해진 스파클링의 경쾌함을 느낄 수 있는 스윗 사이더이다.,https://thesool.com/common/imageView.do?targetId=PR00000736&targetNm=PRODUCT
38,맑은내일 Winery 단감명작,과실주,"단감, 정제수, 설탕, 효소제, 무수구연산, 효모, 무수아황산(산화방지제), 소브산(보존료)",7%%,750ml,"단감명작은 부드럽고 라이트한 와인으로, 미디엄 스위트의 적절한 당도와 입맛을 돋우어주는 가벼운 산미가 잘 어우러진 밸런스가 좋은 와인입니다.",https://thesool.com/common/imageView.do?targetId=PR00000806&targetNm=PRODUCT
39,머루이야기,과실주,국내산 머루(전북 무주),12%,350ml,"평균 해발500미터, 백두대간의 중심에 위치한 무주는 반딧불이가사는 청정지역이다. 고랭지에서 재배된 산머루를 발효시켜 새콤함과 달콤함이 잘 어우러져 맛과 향이 뛰어날 뿐 아니라 크산토필에 의한 자주색색소가 많아 탄력 유지에도 좋다.",https://thesool.com/common/imageView.do?targetId=PR00000469&targetNm=PRODUCT
40,멜론서리,과실주,"사과즙(국산), 멜론과즙(국산), 정제수, 건조녹차(국산), 탄산가스, 페퍼민트티, 사과산(산도조절제), 구연산(산도조절제), 효모, 메타중아황산칼륨, 멜론항아황산류함유",5%,330ml,갓 짠 국산 머스크멜론즙의 자연스러운 달콤함을 맛볼 수 있는 국내 최초 멜론 사이더이다.,https://thesool.com/common/imageView.do?targetId=PR00000773&targetNm=PRODUCT
41,명가원 복분자술,과실주,"복분자(37.65%), 주정, 정제수, 구연산, 호박산, 정제식염, 액상과당, 효모, 설탕",16%,750ml,"지리산 자락에서 자라는 복분자를 발효하여 복분자의 진한 맛과 향, 색을 그대로 살려낸 고 품격 과실주. 역사 깊은 명가원 양조장에서 대한민국 식품명인의 정성으로 발효, 숙성시켜 만드는 술로 복분자의 맛 그대로를 느껴볼 수 있는 과실주입니다. 장기저온 숙성과 저온여과방식을 도입하여 16%의 도수가 믿기지 않을 만큼 목 넘김이 깔끔하고 부드럽습니다. 차게 해서 마시면 더욱 맛있게 즐길 수 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000381&targetNm=PRODUCT
42,명작복분자,과실주,복분자,13%,375ml,"고창 황토지역에서 서해안해풍을 맞고 자란 복분자중 매년당도와 과육이 뛰어난 2,3차 수확분으로 술을 빚어 단맛과 신맛이 조화를 이루면서 복분자고유의 맛과 향이 일품이다. 효모균을 이용한 저온발효를 통해 최상의 숙성시간을 거쳐 만들어진 프리미엄급 복분자주이다.",https://thesool.com/common/imageView.do?targetId=PR00000470&targetNm=PRODUCT
43,무주구천동머루와인,과실주,머루,12%,750ml,22년에 역사와 고향의 혼이 담긴 구천동머루와인은 무주에서 생산되는 머루로 만든 품질이 격상된 과실주입니다. 전통방식으로 숙성시켜 만든 구천동 머루와인은 알코올 도수가 낮아 부드럽게 취하고 뒤끝이 깨끗하여 여성들도 먹기에 편하며 정다운 대화가 필요한 곳이나 선물용으로 적합한 전통 와인입니다.,https://thesool.com/common/imageView.do?targetId=PR00000454&targetNm=PRODUCT
44,무주구천동산머루주,과실주,머루,16%,"750ml,360ml",덕유산의 청정지역에서 생산되는 머루로 만든 산머루주는 머루의 신맛을 저하시키고 당도는 살려 달콤하고 매혹적인 머루주의 향을 느낄 수 있습니다. 시원하게 드시면 산머루주의 맛이 더욱 좋습니다,https://thesool.com/common/imageView.do?targetId=PR00000453&targetNm=PRODUCT
45,미르아토 로제와인,과실주,켐벨포도 등,12%,750ml,미르아토 로제 스위트는 부드러운 향과 달콤함이 최상인 제품이다. 샤인머스켓을 첨가하여 상큼한 향과 영롱한색상까지 품어 아름답다.,https://thesool.com/common/imageView.do?targetId=PR00000781&targetNm=PRODUCT
46,미르아토 청수 스위트 (화이트)와인,과실주,,12%,750ml,미르아토 청수 스위트 화이트 와인은 국산포도 청수를 직접 초생재배하여 청수만이 가진 상큼함과 향기로움을 최대화 시키고있다. 화려하고 매력적이며 가볍고 신선한 청수 100% 화이트 와인이다.,https://thesool.com/common/imageView.do?targetId=PR00000780&targetNm=PRODUCT
47,미소 아이스,과실주,"포도, 산화방지제, 효모",12%,375ml,"기원전 6세기경부터 시작한 프랑스 와인을 따라 해 어설피 흉내만 내는 와인을 만들기보다, 한국 와인의 특성을 살려 &quot;나만의 와인을 만들어야 누구에게나 자신 있게 내놓을 수 있을 것 같았다&quot;는 도란원 와이너리, 유럽의 오래된 역사를 따라간 것이 아니라 한국 고유의 와인을 만들어 내고 있는 곳이다. 영동의 포도로 만들어 서양의 오크통 대신 국내산 대나무 통으로 숙성시켜 한국특유의 맛이 살아있는 와인. 고운 빛깔뿐만 아니라, 달콤한 맛과 향은 한국형 와인의 대표라고 불리기에 손색이 없다.",https://thesool.com/common/imageView.do?targetId=PR00000384&targetNm=PRODUCT
48,뱅꼬레 레드와인,과실주,양조용포도(영천),12%,375ml,"뱅꼬레 레드와인은 과일의 복합적인 아로마가 풍부한 짙은 루비색의 와인입니다. 알싸한 산미와 부드럽고 감미로운 과실향이 어우러져 은은한 여운을 남기는 와인입니다. 옅은 당도와 적당한 탄닌은 오랫동안 그 향과 맛을 기억하게 한다. CD00000233 육류와 잘 어울리며, 불고기, 떡갈비 등 한국 고유의 음식과도 잘 어울립니다.",https://thesool.com/common/imageView.do?targetId=PR00000450&targetNm=PRODUCT
49,뱅꼬레 로제와인,과실주,양조용포도(영천),11.5%,375ml,"뱅꼬레 로제와인은 노을을 연상시키는 분홍빛을 띄고 있으며 사과, 자두, 복숭아의 복합적인 과일향과 적당한 달콤새콤함이 조화로운 미디엄 바디 와인입니다. 적당한 당도와 산도로 35년간 한국와인을 연구하고 생산해온 한국와인의 선구자 하형태 대표의 역작입니다",https://thesool.com/common/imageView.do?targetId=PR00000449&targetNm=PRODUCT
50,뱅꼬레 아이스와인,과실주,양조용포도(영천),12%,375ml,"뱅꼬레 아이스와인은 짙은 황금빛을 띄며 신선한 아로마 향이 가득한 디저트와인입니다. 벌꿀과 과일 향이 발산하는 감미로운 달콤함으로 술을 마시는 것도 잊게 만드는 로맨틱한 와인입니다. 아이스와인은 캐나다, 독일 등 몇 나라에서만 생산되는 달콤한 디저트 와인으로 동결된 포도로 제조한 농도가 짙은 최고급 와인입니다.",https://thesool.com/common/imageView.do?targetId=PR00000448&targetNm=PRODUCT
51,뱅꼬레 화이트와인,과실주,양조용포도(경북 영천),11%,375ml,뱅꼬레 화이트와인은 은은한 금빛이 도는 색감으로 신선하고 부드러운 아카시아 계열의 꽃 향기가 납니다. 입안에 적당히 머무르는 산미가 싱그럽게 조화를 이루고 있는 정통 화이트와인입니다.,https://thesool.com/common/imageView.do?targetId=PR00000382&targetNm=PRODUCT
52,베리와인1168 스위트와인,과실주,포도 87%,13%,500ml,직접재배한 블루베리로 빚은 영동베리와인이다.,https://thesool.com/common/imageView.do?targetId=PR00000765&targetNm=PRODUCT
53,복분자음,과실주,"복분자(국내산), 정제수",12%,375ml,복분자음은 고창의 대표농산물인 복분자로 만든 복분자주입니다. 복분자의 많은 기능성 성분을 함유하고 있을 뿐만 아니라 복분자 특유의 맛과 향을 간직하고 있습니다. 복분자 생산에 알맞은 천혜의 환경으로 유명한 고창 선운산 복분자로 빚은 &quot;복분자음&quot;은 신선한 복분자만을 100% 사용하여 타제품에 비해 복분자 함량이 월등히 높아 진한 과실의 맛을 느낄 수 있는 제품입니다. 2014년 대한민국 우리술품평회 과실주 부문 최우수상을 수상하며 그 제품력을 인정 받았습니다.,https://thesool.com/common/imageView.do?targetId=PR00000441&targetNm=PRODUCT
54,복분자주 360,과실주,"복분자, 주정, 정제수, 설탕 등",16%,360ml,"내장산은 단풍으로 수려한 장관을 펼쳐놓기로 유명한 지역이지만, 내장산의 복분자역시 뒤쳐지지 않을 만큼 붉기로 유명합니다. 이 내장산에서 오직 복분자로 승부하는 과실주를 생산하는 내장산 복분자 영농조합의 한국형 와인 복분자주 360. ""복분자"" 전문가로써, 전통적인 가양주 비법과 양조기법을 병행하여 한국형 와인의 입지를 다지고 있는 곳입니다.",https://thesool.com/common/imageView.do?targetId=PR00000380&targetNm=PRODUCT
55,복숭아와인,과실주,"복숭아(국내산), 백설탕, 효모, 메타중아황산칼륨",12%,500ml,"금이산농원의 ""복숭아와인""은 첫 향이 상큼한 복숭아 향을 풍기며 신맛이 강하지만 단맛과 이내 조화를 이룹니다. 목 넘김 시 살짝 쓴맛을 드러내며 이것이 주스가 아니라 와인이라는 점을 드러냅니다. 마신 후에도 복숭아 향이 은은하게 남아 기분 좋은 느낌을 줍니다. 포도와인과 견주면 산도가 있는 이탈리아산 화이트 와인에 가깝습니다.",https://thesool.com/common/imageView.do?targetId=PR00000379&targetNm=PRODUCT
56,부안참뽕와인,과실주,"정제수, 오디(국내산), 주정, 과당",13%,750ml,오디를 발효숙성한 한국 스위트 와인입니다. 6월에 수확한 오디만을 사용해 6개월 동안 숙성시켜 생산합니다. 오디에는 혈당강화성분과 고혈압억제물질이 함유되어 있습니다.,https://thesool.com/common/imageView.do?targetId=PR00000452&targetNm=PRODUCT
57,블루베리 이야기,과실주,"국내산 산머루 50%, 블루베리 50%",12%,375ml,청정 무주에서 재배되는 블루베리와 산머루를 50%씩 혼합하여 제조한 제품입니다. 블루베리의 진한향과 산머루의 상큼한 맛을 고스란히 담아내기 위해 오랜기간 발효와 숙성을 거치고 신성한 상태에서 병에 담아냈습니다. 새로운 와인제조기술을 도입하여 블루베리와 산머루의 장점을 최대한 살려 빚은 과실주로 유려하고 세련된 패키지 디자인으로 젊은층에게 호응을 얻고 있는 제품입니다.,https://thesool.com/common/imageView.do?targetId=PR00000378&targetNm=PRODUCT
